pop,qtl,fixef,fixef_std,trait,count,trt_eff
Sha,m_1_28847340,-0.00215911584419799,0.00220602439875553,bd_gxe,147,0.58
Sha,m_5_25961748,0.0021697039695429,0.00129228030569617,bd_gxe,147,0.58
Sha,m_1_29478919,0.00252317331236394,0.00212279686656136,bd_gxe,147,0.58
Sha,m_3_8066460,0.00393845496495625,0.00136990749321231,bd_gxe,147,0.58
Sha,m_5_7484984,-0.000188985889557408,0.00134975143201939,bd_gxe,147,0.58
Bur-0,m_4_41028,0.0106947332339965,0.00414349903823141,bd_gxe,142,0.58
Bur-0,m_5_3142427,-0.00420750002536471,0.00552812646131192,bd_gxe,142,0.58
Bur-0,m_4_9240644,0.0194816426333822,0.00505020909078399,bd_gxe,142,0.58
Bur-0,m_1_28847340,0.01435708402202,0.0081917682136946,bd_gxe,142,0.58
Bur-0,m_5_25961748,-0.0117668150582995,0.00461355011539495,bd_gxe,142,0.58
Bur-0,m_1_29478919,-0.00636578189991586,0.00772642750836736,bd_gxe,142,0.58
Bur-0,m_3_8066460,0.00624159762447299,0.00507606173156346,bd_gxe,142,0.58
Bur-0,m_5_7484984,-0.00663499874020188,0.00509065570184312,bd_gxe,142,0.58
Blh-1,m_4_41028,-0.0184649178451249,0.00161692171920285,bd_gxe,132,0.58
Blh-1,m_5_3142427,-0.00351890411561398,0.00185929064469759,bd_gxe,132,0.58
Blh-1,m_4_9240644,-0.00272186458842057,0.00152622934535986,bd_gxe,132,0.58
Blh-1,m_1_28847340,0.00666797678296003,0.00287513377042719,bd_gxe,132,0.58
Blh-1,m_5_25961748,0.00105927846017727,0.0015041666161524,bd_gxe,132,0.58
Blh-1,m_1_29478919,-0.00574493957649472,0.00280489850629543,bd_gxe,132,0.58
Blh-1,m_3_8066460,0.00404131512384777,0.00158286235434114,bd_gxe,132,0.58
Blh-1,m_5_7484984,-1.09354898326449e-05,0.00187439875183839,bd_gxe,132,0.58
Oy-0,m_4_41028,-0.000320404172415628,0.000651926082825557,bd_gxe,149,0.58
Oy-0,m_5_3142427,0.000372844984662291,0.000624940800092254,bd_gxe,149,0.58
Oy-0,m_4_9240644,-8.05409967735279e-05,0.000558556855897314,bd_gxe,149,0.58
Oy-0,m_1_28847340,0.00283674666799744,0.00111254724246215,bd_gxe,149,0.58
Oy-0,m_5_25961748,0.00112521691005697,0.000560823411624423,bd_gxe,149,0.58
Oy-0,m_1_29478919,-0.00174461865997953,0.00110055117237958,bd_gxe,149,0.58
Oy-0,m_3_8066460,-0.000628702738034915,0.00053737743233008,bd_gxe,149,0.58
Oy-0,m_5_7484984,-0.00131438286602711,0.000614695988415542,bd_gxe,149,0.58
Jea,m_4_41028,0.0273484573256685,0.00235151378631155,bd_gxe,145,0.58
Jea,m_5_3142427,0.00461242897626017,0.0030741718633791,bd_gxe,145,0.58
Jea,m_4_9240644,0.00131167520508051,0.00264358335657804,bd_gxe,145,0.58
Jea,m_1_28847340,0.00773160917941558,0.00638024916257657,bd_gxe,145,0.58
Jea,m_5_25961748,-0.00308911243616994,0.00238164067828997,bd_gxe,145,0.58
Jea,m_1_29478919,-0.0153758278030887,0.00637360202807323,bd_gxe,145,0.58
Jea,m_3_8066460,-0.00409523629977922,0.00234854354703016,bd_gxe,145,0.58
Jea,m_5_7484984,-0.00265110547005445,0.00271247853362514,bd_gxe,145,0.58
Ita-0,m_4_41028,-0.018701028287561,0.00322388966090553,bd_gxe,130,0.58
Ita-0,m_5_3142427,0.00410830348168115,0.00335294833286629,bd_gxe,130,0.58
Ita-0,m_4_9240644,0.00117946058905173,0.00273172791089517,bd_gxe,130,0.58
Ita-0,m_1_28847340,-0.00205985890088995,0.00618950517254519,bd_gxe,130,0.58
Ita-0,m_5_25961748,0.00147433010871811,0.00248081817675352,bd_gxe,130,0.58
Ita-0,m_1_29478919,-9.78931940249314e-05,0.00619797604912159,bd_gxe,130,0.58
Ita-0,m_3_8066460,-0.000323485611233154,0.00260461768818221,bd_gxe,130,0.58
Ita-0,m_5_7484984,0.00622201270713083,0.00308784196508888,bd_gxe,130,0.58
Cvi-0,m_4_41028,0.00744341191899682,0.0082525738488034,bd_gxe,147,0.58
Cvi-0,m_5_3142427,0.0949095970468096,0.0103298352989907,bd_gxe,147,0.58
Cvi-0,m_4_9240644,0.0541456729627691,0.00945798155900798,bd_gxe,147,0.58
Cvi-0,m_1_28847340,-0.0829770655158263,0.0133571383130344,bd_gxe,147,0.58
Cvi-0,m_5_25961748,-0.0427163506326035,0.00864150242936935,bd_gxe,147,0.58
Cvi-0,m_1_29478919,0.0572638391011363,0.0123898960416744,bd_gxe,147,0.58
Cvi-0,m_3_8066460,-0.0278951365525053,0.00892779289398178,bd_gxe,147,0.58
Cvi-0,m_5_7484984,0.0466613064504583,0.00919612036791703,bd_gxe,147,0.58
Sha,m_5_4647184,-0.250117744370238,0.0555064501641851,h3_h1_geno,147,0.27
Sha,m_2_11108491,-0.400073091104329,0.0581582633746199,h3_h1_geno,147,0.27
Sha,m_4_16217904,-0.267864646251354,0.0522861301582161,h3_h1_geno,147,0.27
Sha,m_2_14961718,-0.0404537987781743,0.0560362330211091,h3_h1_geno,147,0.27
Sha,m_1_4596540,0.0304828777293604,0.054007951086762,h3_h1_geno,147,0.27
Sha,m_1_9434318,0.199080621512535,0.0545944569289634,h3_h1_geno,147,0.27
Sha,m_5_17201959,-0.213834259307998,0.0547698679852216,h3_h1_geno,147,0.27
Sha,m_4_11152111,0.00299645212597551,0.0539776425330559,h3_h1_geno,147,0.27
Bur-0,m_5_4647184,-0.361872340654308,0.0481342200704841,h3_h1_geno,142,0.27
Bur-0,m_2_11108491,0.0560403485064171,0.0502481913605799,h3_h1_geno,142,0.27
Bur-0,m_4_16217904,-0.150059109346901,0.0591895169996059,h3_h1_geno,142,0.27
Bur-0,m_2_14961718,-0.121809125406104,0.0494575262076011,h3_h1_geno,142,0.27
Bur-0,m_1_4596540,0.0315403065680018,0.0551981522501881,h3_h1_geno,142,0.27
Bur-0,m_1_9434318,0.0352470300771679,0.0547522160741459,h3_h1_geno,142,0.27
Bur-0,m_5_17201959,-0.0234651157704593,0.0440195756344921,h3_h1_geno,142,0.27
Bur-0,m_4_11152111,0.0808750470161571,0.0608152323313081,h3_h1_geno,142,0.27
Blh-1,m_5_4647184,-0.274714539258524,0.0654548052958792,h3_h1_geno,132,0.27
Blh-1,m_2_11108491,0.0449861609588852,0.0724620405318179,h3_h1_geno,132,0.27
Blh-1,m_4_16217904,-0.0529262513343627,0.0721840355745302,h3_h1_geno,132,0.27
Blh-1,m_2_14961718,-0.0395125899975597,0.073260340323858,h3_h1_geno,132,0.27
Blh-1,m_1_4596540,-0.215772051605362,0.066746337160469,h3_h1_geno,132,0.27
Blh-1,m_1_9434318,0.225737977227033,0.0673415524883608,h3_h1_geno,132,0.27
Blh-1,m_5_17201959,0.0232171221830159,0.0642237692693156,h3_h1_geno,132,0.27
Blh-1,m_4_11152111,-0.207736107201135,0.0762799813413985,h3_h1_geno,132,0.27
Oy-0,m_5_4647184,-0.00130510275420213,0.0463052998649162,h3_h1_geno,149,0.27
Oy-0,m_2_11108491,-0.0616687269084711,0.0414247442316503,h3_h1_geno,149,0.27
Oy-0,m_4_16217904,-0.172062474494126,0.0334872928678306,h3_h1_geno,149,0.27
Oy-0,m_2_14961718,-0.0824726934291286,0.0400363328363126,h3_h1_geno,149,0.27
Oy-0,m_1_4596540,-0.233168992921637,0.0400411892673541,h3_h1_geno,149,0.27
Oy-0,m_1_9434318,0.066751136768968,0.0354010404022667,h3_h1_geno,149,0.27
Oy-0,m_5_17201959,0.141396243689464,0.0381615388378004,h3_h1_geno,149,0.27
Oy-0,m_4_11152111,-0.0936702457176781,0.0432088144475027,h3_h1_geno,149,0.27
Jea,m_5_4647184,-0.111809502927971,0.0822048476479695,h3_h1_geno,145,0.27
Jea,m_2_11108491,0.168939278969932,0.0788526554930394,h3_h1_geno,145,0.27
Jea,m_4_16217904,-0.137441931515978,0.0685151035996397,h3_h1_geno,145,0.27
Jea,m_2_14961718,-0.459590137017012,0.0814858400514754,h3_h1_geno,145,0.27
Jea,m_1_4596540,0.0609100272058351,0.0671111563157257,h3_h1_geno,145,0.27
Jea,m_1_9434318,-0.0499907532946663,0.0664943094958961,h3_h1_geno,145,0.27
Jea,m_5_17201959,-0.144747396873557,0.0654669889816132,h3_h1_geno,145,0.27
Jea,m_4_11152111,0.309688269307218,0.0819860257857885,h3_h1_geno,145,0.27
Ita-0,m_5_4647184,-0.239695481657013,0.0680170843279867,h3_h1_geno,130,0.27
Ita-0,m_2_11108491,-0.0670803298649518,0.0702687938317874,h3_h1_geno,130,0.27
Ita-0,m_4_16217904,-0.0961099759831183,0.0655201584290999,h3_h1_geno,130,0.27
Ita-0,m_2_14961718,0.0608958960619353,0.0690734758945171,h3_h1_geno,130,0.27
Ita-0,m_1_4596540,-0.00778205691948863,0.065251651529941,h3_h1_geno,130,0.27
Ita-0,m_1_9434318,0.0610766305393494,0.0619795030070425,h3_h1_geno,130,0.27
Ita-0,m_5_17201959,0.0984349714168977,0.0592062356892346,h3_h1_geno,130,0.27
Ita-0,m_4_11152111,0.161340493016777,0.069472218142438,h3_h1_geno,130,0.27
Cvi-0,m_5_4647184,-0.112567341061913,0.0442633808491462,h3_h1_geno,147,0.27
Cvi-0,m_2_11108491,0.040264604552178,0.0468548751116345,h3_h1_geno,147,0.27
Cvi-0,m_4_16217904,-0.0134180769613213,0.0401189045978806,h3_h1_geno,147,0.27
Cvi-0,m_2_14961718,0.0742204795236249,0.0446134923810793,h3_h1_geno,147,0.27
Cvi-0,m_1_4596540,-0.153285613154333,0.0462647140095898,h3_h1_geno,147,0.27
Cvi-0,m_1_9434318,0.0517353894888102,0.0436488156218518,h3_h1_geno,147,0.27
Cvi-0,m_5_17201959,-0.0441275634658379,0.042055721882964,h3_h1_geno,147,0.27
Cvi-0,m_4_11152111,-0.000135661765421876,0.0463045289173262,h3_h1_geno,147,0.27
Sha,m_5_4647184,0.0218389754472814,0.00480664802678307,h3_h1_gxe,147,0.27
Sha,m_2_11683361,0.0329454550151749,0.00455880700002766,h3_h1_gxe,147,0.27
Sha,m_4_16640333,0.0213646384841034,0.00424024640571112,h3_h1_gxe,147,0.27
Bur-0,m_5_4647184,0.0701855711052326,0.0114543750243938,h3_h1_gxe,142,0.27
Bur-0,m_2_11683361,-0.00542364921981214,0.0111894969208219,h3_h1_gxe,142,0.27
Bur-0,m_4_16640333,0.0170859604878912,0.0109387807492594,h3_h1_gxe,142,0.27
Blh-1,m_5_4647184,0.00609813872501758,0.00251732048868378,h3_h1_gxe,132,0.27
Blh-1,m_2_11683361,3.15000697011204e-05,0.0024490858385904,h3_h1_gxe,132,0.27
Blh-1,m_4_16640333,0.00382426151471416,0.00247797121625877,h3_h1_gxe,132,0.27
Oy-0,m_5_4647184,0.000394912187818115,0.00543729568693876,h3_h1_gxe,149,0.27
Oy-0,m_2_11683361,0.0102844031256476,0.00517416163337023,h3_h1_gxe,149,0.27
Oy-0,m_4_16640333,0.0159864294587415,0.00399162712682714,h3_h1_gxe,149,0.27
Jea,m_5_4647184,0.0035402740570852,0.00456395962378131,h3_h1_gxe,145,0.27
Jea,m_2_11683361,-0.00794808028592018,0.00417866626427443,h3_h1_gxe,145,0.27
Jea,m_4_16640333,-0.00273315452370236,0.00406643918938732,h3_h1_gxe,145,0.27
Ita-0,m_5_4647184,0.0162656236015543,0.00456874799738936,h3_h1_gxe,130,0.27
Ita-0,m_2_11683361,0.00157407069814545,0.00427295997392442,h3_h1_gxe,130,0.27
Ita-0,m_4_16640333,0.00257208692242483,0.00400306085503948,h3_h1_gxe,130,0.27
Cvi-0,m_5_4647184,-0.0220394434864551,0.007454375711621,h3_h1_gxe,147,0.27
Cvi-0,m_2_11683361,0.0189650177125222,0.00743870381232034,h3_h1_gxe,147,0.27
Cvi-0,m_4_16640333,-0.00764220123318536,0.00771167107309429,h3_h1_gxe,147,0.27
Sha,m_4_41028,-0.168413957729655,0.0237571648293495,i_dry_geno,147,0.15
Sha,m_5_3811043,-0.0155108952464749,0.0266033774994927,i_dry_geno,147,0.15
Bur-0,m_4_41028,-0.0339824139124978,0.0161362807541922,i_dry_geno,142,0.15
Bur-0,m_5_3811043,-0.121003043524049,0.0181115456238915,i_dry_geno,142,0.15
Blh-1,m_4_41028,-0.0553566214844803,0.0214332677264284,i_dry_geno,132,0.15
Blh-1,m_5_3811043,-0.102747683479463,0.0221888629795016,i_dry_geno,132,0.15
Oy-0,m_4_41028,-0.0287979263439619,0.0226896705667436,i_dry_geno,149,0.15
Oy-0,m_5_3811043,0.00686494067496329,0.0190595905900275,i_dry_geno,149,0.15
Jea,m_4_41028,-0.127839766796346,0.0392446928025319,i_dry_geno,145,0.15
Jea,m_5_3811043,0.0631260717412096,0.0428245789351311,i_dry_geno,145,0.15
Ita-0,m_4_41028,-0.231010320728602,0.0611784273388915,i_dry_geno,130,0.15
Ita-0,m_5_3811043,-0.184709066858745,0.054454220161699,i_dry_geno,130,0.15
Cvi-0,m_4_41028,0.0354399799164296,0.0344651654725228,i_dry_geno,147,0.15
Cvi-0,m_5_3811043,-0.143235422920532,0.0385238617405391,i_dry_geno,147,0.15
Sha,m_5_4110711,0.00743176311595983,0.0205544212389966,i_dry_gxe,147,0.15
Sha,m_4_41028,-0.111807300145011,0.0185384643213029,i_dry_gxe,147,0.15
Bur-0,m_5_4110711,-0.123301274446343,0.0213498361117359,i_dry_gxe,142,0.15
Bur-0,m_4_41028,-0.0306230422172298,0.018981282235545,i_dry_gxe,142,0.15
Blh-1,m_5_4110711,-0.0310697028454456,0.00978054416845434,i_dry_gxe,132,0.15
Blh-1,m_4_41028,-0.018695747136565,0.00943206472972167,i_dry_gxe,132,0.15
Oy-0,m_5_4110711,0.00131212515311449,0.00497582800065221,i_dry_gxe,149,0.15
Oy-0,m_4_41028,-0.00782255983006879,0.00584466543684814,i_dry_gxe,149,0.15
Jea,m_5_4110711,0.0351491125818555,0.0240392289686041,i_dry_gxe,145,0.15
Jea,m_4_41028,-0.0722129343090879,0.0223900785792528,i_dry_gxe,145,0.15
Ita-0,m_5_4110711,0.00749870418872293,0.00217834343676256,i_dry_gxe,130,0.15
Ita-0,m_4_41028,0.00768457742513078,0.00256430608622066,i_dry_gxe,130,0.15
Cvi-0,m_5_4110711,-0.0153407605416356,0.00425722650210942,i_dry_gxe,147,0.15
Cvi-0,m_4_41028,0.00450861688608398,0.00389135615657051,i_dry_gxe,147,0.15
Sha,m_4_41028,-0.777669647721486,0.0932978225077381,r_dry_geno,147,0.78
Sha,m_5_3475211,0.528287178650623,0.106673814837158,r_dry_geno,147,0.78
Sha,m_5_25961748,0.334502308797559,0.102869528770015,r_dry_geno,147,0.78
Sha,m_4_8938713,-0.335815398268126,0.102271676894881,r_dry_geno,147,0.78
Sha,m_4_15965258,-0.0264632007726242,0.0964957946946827,r_dry_geno,147,0.78
Bur-0,m_4_41028,-0.148226324099974,0.0376288021937081,r_dry_geno,142,0.78
Bur-0,m_5_3475211,-0.172388304522709,0.0484571988863782,r_dry_geno,142,0.78
Bur-0,m_5_25961748,0.0920839866830053,0.0425549246287862,r_dry_geno,142,0.78
Bur-0,m_4_8938713,-0.0175836771305577,0.0453842607610744,r_dry_geno,142,0.78
Bur-0,m_4_15965258,-0.0433633201950155,0.0433596651132138,r_dry_geno,142,0.78
Blh-1,m_4_41028,-0.310749489322001,0.0686563717591822,r_dry_geno,132,0.78
Blh-1,m_5_3475211,-0.0021955110036275,0.0725379804874917,r_dry_geno,132,0.78
Blh-1,m_5_25961748,0.0489608877218571,0.0631438072359821,r_dry_geno,132,0.78
Blh-1,m_4_8938713,-0.122276372487873,0.0637087073574626,r_dry_geno,132,0.78
Blh-1,m_4_15965258,0.0228365607697667,0.0647921934935501,r_dry_geno,132,0.78
Oy-0,m_4_41028,-0.00598408932408497,0.0211085521607798,r_dry_geno,149,0.78
Oy-0,m_5_3475211,-0.00641933353690613,0.0181443293531185,r_dry_geno,149,0.78
Oy-0,m_5_25961748,0.0700036288364891,0.0170839363420314,r_dry_geno,149,0.78
Oy-0,m_4_8938713,-0.0263329227457544,0.0177758474868417,r_dry_geno,149,0.78
Oy-0,m_4_15965258,-0.0915328315386209,0.0162366687789732,r_dry_geno,149,0.78
Jea,m_4_41028,-0.543948814544091,0.0647083936098374,r_dry_geno,145,0.78
Jea,m_5_3475211,-0.0238047313536622,0.0792226780746276,r_dry_geno,145,0.78
Jea,m_5_25961748,0.131332948848069,0.0669687292024401,r_dry_geno,145,0.78
Jea,m_4_8938713,-0.0664055621297905,0.0679853838615627,r_dry_geno,145,0.78
Jea,m_4_15965258,0.145394245199291,0.0673913083914052,r_dry_geno,145,0.78
Ita-0,m_4_41028,-0.437986059541307,0.0868229457684634,r_dry_geno,130,0.78
Ita-0,m_5_3475211,-0.35437178988788,0.07147410344335,r_dry_geno,130,0.78
Ita-0,m_5_25961748,0.0734307209463121,0.0651995365465144,r_dry_geno,130,0.78
Ita-0,m_4_8938713,0.291217289409096,0.0718404587372962,r_dry_geno,130,0.78
Ita-0,m_4_15965258,-0.165849865058078,0.0690852376196713,r_dry_geno,130,0.78
Cvi-0,m_4_41028,0.0153873393948312,0.0497605234375354,r_dry_geno,147,0.78
Cvi-0,m_5_3475211,-0.356367795184154,0.0596349038144891,r_dry_geno,147,0.78
Cvi-0,m_5_25961748,0.238606100648672,0.0514894727871506,r_dry_geno,147,0.78
Cvi-0,m_4_8938713,-0.284501724618476,0.0543927299418585,r_dry_geno,147,0.78
Cvi-0,m_4_15965258,-0.0229547208983002,0.0503565112208043,r_dry_geno,147,0.78
Sha,m_4_41028,-0.0486414180417959,0.00688730337654474,r_dry_gxe,147,0.78
Sha,m_5_3142427,0.0342873519308574,0.00744880934004316,r_dry_gxe,147,0.78
Sha,m_5_25961748,0.0160699727162564,0.00757845020274639,r_dry_gxe,147,0.78
Sha,m_4_8938713,-0.0170365448718264,0.00732586758924139,r_dry_gxe,147,0.78
Bur-0,m_4_41028,-0.00168393260591081,0.00132290010211641,r_dry_gxe,142,0.78
Bur-0,m_5_3142427,-0.000162096982383222,0.00165605231350109,r_dry_gxe,142,0.78
Bur-0,m_5_25961748,0.00342211888476813,0.00146316184702093,r_dry_gxe,142,0.78
Bur-0,m_4_8938713,-0.00116550864645554,0.00153129129329489,r_dry_gxe,142,0.78
Blh-1,m_4_41028,-0.106249302167376,0.0209993091045442,r_dry_gxe,132,0.78
Blh-1,m_5_3142427,0.0119874531410938,0.0216412420413358,r_dry_gxe,132,0.78
Blh-1,m_5_25961748,0.011417262207867,0.0194782021854407,r_dry_gxe,132,0.78
Blh-1,m_4_8938713,-0.0356086133693041,0.0192134397340321,r_dry_gxe,132,0.78
Oy-0,m_4_41028,0.000434416581941297,0.00113176551949968,r_dry_gxe,149,0.78
Oy-0,m_5_3142427,0.00139635596541208,0.000953313191738321,r_dry_gxe,149,0.78
Oy-0,m_5_25961748,-0.00199457354111003,0.000900587419488433,r_dry_gxe,149,0.78
Oy-0,m_4_8938713,0.00180850564571918,0.000945250975587594,r_dry_gxe,149,0.78
Jea,m_4_41028,-0.0968651481710891,0.0107280281875104,r_dry_gxe,145,0.78
Jea,m_5_3142427,0.00371901553476561,0.0129450669539607,r_dry_gxe,145,0.78
Jea,m_5_25961748,0.0174027894544382,0.0110823336967218,r_dry_gxe,145,0.78
Jea,m_4_8938713,-0.010297629703957,0.0111634316722303,r_dry_gxe,145,0.78
Ita-0,m_4_41028,0.00820172096455447,0.0044346658637028,r_dry_gxe,130,0.78
Ita-0,m_5_3142427,0.0187128030000981,0.00388526948904704,r_dry_gxe,130,0.78
Ita-0,m_5_25961748,-0.00872649111122686,0.00333072784341552,r_dry_gxe,130,0.78
Ita-0,m_4_8938713,-0.00930284039546296,0.00356045133723617,r_dry_gxe,130,0.78
Cvi-0,m_4_41028,-0.000428157830668109,0.0137474542516343,r_dry_gxe,147,0.78
Cvi-0,m_5_3142427,0.0933804863773801,0.0161935482500189,r_dry_gxe,147,0.78
Cvi-0,m_5_25961748,-0.0643146705684383,0.0142650449394483,r_dry_gxe,147,0.78
Cvi-0,m_4_8938713,0.0755724540105273,0.0151500934998357,r_dry_gxe,147,0.78
